stockid,stocklong,scientificname,areaid,region,Bram,Uram,Country,FAO English,code,n.fmi,fmi0,n.fmi.bsta,n.fmi.usta,fmi.bsta,fmi.usta,country?,fmi,research,management,enforcement,science,R_LAN,R_AGE,R_SUR,R_ASS,M_FMP,M_LFP,M_AFP,E_ENF,E_HAB,E_BYC,S_ACC,S_INV,S_SUB
POLL5YZ,Pollock NAFO-5YZ,Pollachius virens,USA-NMFS-5YZ,US East Coast,1.473019976,0.20944531,United States,Saithe(=Pollock),United States|Saithe(=Pollock),,,,,,,United States|Saithe(=Pollock),,,,,,,,,,,,,,,,,,
SBARSHARATL,Sandbar shark Atlantic,Carcharhinus plumbeus,USA-NMFS-ATL,US Southeast and Gulf,0.379698369,0.621428571,United States,Sandbar shark,United States|Sandbar shark,,,,,,,United States|Sandbar shark,,,,,,,,,,,,,,,,,,
SCUPNWATLC,Scup Atlantic Coast,Stenotomus chrysops,USA-NMFS-NWATLC,US East Coast,2.095198277,0.431308091,United States,Scup,United States|Scup,,,,,,,United States|Scup,,,,,,,,,,,,,,,,,,
SHCROCKPCOAST,Sharpchin rockfish Pacific Coast,Sebastes zacentrus,USA-NMFS-PCOAST,US West Coast,,0.06,United States,Sharpchin rockfish,United States|Sharpchin rockfish,1,0.935714286,1,1,1,1,United States|Sharpchin rockfish,0.935714286,0.892857143,1,0.85,1,0.666666667,0.833333333,1,1,1,1,1,1,0.5,1,1,1,1
SBELLYROCKPCOAST,Shortbelly rockfish Pacific Coast,Sebastes jordani,USA-NMFS-PCOAST,US West Coast,1.767408978,,United States,Shortbelly rockfish,United States|Shortbelly rockfish,,,,,,,United States|Shortbelly rockfish,,,,,,,,,,,,,,,,,,
SSTHORNHPCOAST,Shortspine thornyhead Pacific Coast,Sebastolobus alascanus,USA-NMFS-PCOAST,US West Coast,1.854306642,0.242356774,United States,Shortspine thornyhead,United States|Shortspine thornyhead,,,,,,,United States|Shortspine thornyhead,,,,,,,,,,,,,,,,,,
SNOWGROUPSATLC,Snowy grouper Southern Atlantic coast,Epinephelus niveatus,USA-NMFS-SATLC,US Southeast and Gulf,0.573696037,1.07237992,United States,Snowy grouper,United States|Snowy grouper,,,,,,,United States|Snowy grouper,,,,,,,,,,,,,,,,,,
SNROCKPCOAST,Splitnose Rockfish Pacific Coast,Sebastes diploproa,USA-NMFS-PCOAST,US West Coast,2.046116505,0.057788945,United States,Splitnose rockfish,United States|Splitnose rockfish,,,,,,,United States|Splitnose rockfish,,,,,,,,,,,,,,,,,,
SPSDOGPCOAST,Spotted spiny dogfish Pacific Coast,Squalus suckleyi,USA-NMFS-PCOAST,US West Coast,1.342201089,1.471698113,United States,Spotted spiny dogfish,United States|Spotted spiny dogfish,,,,,,,United States|Spotted spiny dogfish,,,,,,,,,,,,,,,,,,
WEAKFISHATLC,Weakfish Atlantic Coast,Cynoscion regalis,USA-NMFS-ATLC,US East Coast,0.130661165,,United States,Squeteague(=Gray weakfish),United States|Squeteague(=Gray weakfish),,,,,,,United States|Squeteague(=Gray weakfish),,,,,,,,,,,,,,,,,,
STFLOUNNPCOAST,Starry flounder Northern Pacific Coast,Platichthys stellatus,USA-NMFS-NPCOAST,US West Coast,1.098445596,0.117889773,United States,Starry flounder,United States|Starry flounder,,,,,,,United States|Starry flounder,,,,,,,,,,,,,,,,,,
STFLOUNSPCOAST,Starry flounder Southern Pacific Coast,Platichthys stellatus,USA-NMFS-SPCOAST,US West Coast,1.485353535,0.074705882,United States,Starry flounder,United States|Starry flounder,,,,,,,United States|Starry flounder,,,,,,,,,,,,,,,,,,
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,Morone saxatilis,USA-NMFS-5YCHATT,US East Coast,0.849682233,1.074285714,United States,Striped bass,United States|Striped bass,1,0.872767857,1,1,1,1,United States|Striped bass,0.872767857,0.928571429,1,0.75,0.8125,1,1,0.666666667,1,1,1,1,0.75,1,0.5,0.666666667,0.833333333,1
SFLOUNMATLC,Summer flounder Mid-Atlantic Coast,Paralichthys dentatus,USA-NMFS-MATLC,US East Coast,0.646264064,1.219834598,United States,Summer flounder,United States|Summer flounder,1,0.907142857,1,1,1,1,United States|Summer flounder,0.907142857,0.928571429,1,0.7,1,1,1,0.666666667,1,1,1,1,0.75,0.666666667,0.666666667,1,1,1
TANNERCRABBSAI,Tanner crab Bering Sea and Aleutian Islands,Chionoecetes bairdi,USA-NMFS-BSAI,US Alaska,5.120189616,0,United States,Tanner crab,United States|Tanner crab,,,,,,,United States|Tanner crab,,,,,,,,,,,,,,,,,,
VSNAPGM,Vermilion snapper Gulf of Mexico,Rhomboplites aurorubens,USA-NMFS-GM,US Southeast and Gulf,1.157360406,2.320873786,United States,Vermilion snapper,United States|Vermilion snapper,,,,,,,United States|Vermilion snapper,,,,,,,,,,,,,,,,,,
VSNAPSATLC,Vermilion snapper Southern Atlantic coast,Rhomboplites aurorubens,USA-NMFS-SATLC,US Southeast and Gulf,0.943161634,0.957466883,United States,Vermilion snapper,United States|Vermilion snapper,,,,,,,United States|Vermilion snapper,,,,,,,,,,,,,,,,,,
WHAKEGBGOM,White hake Georges Bank / Gulf of Maine,Urophycis tenuis,USA-NMFS-5YZ,US East Coast,0.877204301,0.422816381,United States,White hake,United States|White hake,,,,,,,United States|White hake,,,,,,,,,,,,,,,,,,
WROCKPCOAST,Widow rockfish Pacific Coast,Sebastes entomelas,USA-NMFS-PCOAST,US West Coast,1.877396772,0.047673733,United States,Widow rockfish,United States|Widow rockfish,,,,,,,United States|Widow rockfish,,,,,,,,,,,,,,,,,,
WINDOWGOMGB,Windowpane flounder - Gulf of Maine / Georges Bank,Scophthalmus aquosus,USA-NMFS-5YZ,US East Coast,0.172857143,3.92,United States,Windowpane flounder,United States|Windowpane flounder,,,,,,,United States|Windowpane flounder,,,,,,,,,,,,,,,,,,
WINDOWSNEMATL,Windowpane Southern New England-Mid Atlantic,Scophthalmus aquosus,USA-NMFS-SNEMATL,US East Coast,0.561764706,1.258503401,United States,Windowpane flounder,United States|Windowpane flounder,,,,,,,United States|Windowpane flounder,,,,,,,,,,,,,,,,,,
WINFLOUN5Z,Winter Flounder NAFO-5Z,Pseudopleuronectes americanus,USA-NMFS-5Z,US East Coast,0.430298507,0.997506021,United States,Winter flounder,United States|Winter flounder,2,0.892559524,2,2,0.5,0.75,United States|Winter flounder,0.892559524,0.946428571,0.916666667,0.85,0.857142857,1,1,0.833333333,0.95,1,0.75,1,0.875,1,0.666666667,1,1,0
WINFLOUNSNEMATL,Winter Flounder Southern New England-Mid Atlantic,Pseudopleuronectes americanus,USA-NMFS-SNEMATL,US East Coast,0.162158448,0.492307692,United States,Winter flounder,United States|Winter flounder,2,0.892559524,2,2,0.5,0.75,United States|Winter flounder,0.892559524,0.946428571,0.916666667,0.85,0.857142857,1,1,0.833333333,0.95,1,0.75,1,0.875,1,0.666666667,1,1,0
WITFLOUN5Y,Witch Flounder NAFO-5Y,Glyptocephalus cynoglossus,USA-NMFS-5Y,US East Coast,0.219254724,1.407658003,United States,Witch flounder,United States|Witch flounder,,,,,,,United States|Witch flounder,,,,,,,,,,,,,,,,,,
YEGROUPGM,Yellowedge grouper Gulf of Mexico,Epinephelus flavolimbatus,USA-NMFS-GM,US Southeast and Gulf,1.665972511,0.578339632,United States,Yellowedge grouper,United States|Yellowedge grouper,,,,,,,United States|Yellowedge grouper,,,,,,,,,,,,,,,,,,
YEYEROCKPCOAST,Yelloweye rockfish Pacific Coast,Sebastes ruberrimus,USA-NMFS-PCOAST,US West Coast,0.587158842,0.2572,United States,Yelloweye rockfish,United States|Yelloweye rockfish,,,,,,,United States|Yelloweye rockfish,,,,,,,,,,,,,,,,,,
YSOLEBSAI,Yellowfin sole Bering Sea and Aleutian Islands,Limanda aspera,USA-NMFS-BSAI,US Alaska,1.602774713,0.615384615,United States,Yellowfin sole,United States|Yellowfin sole,4,0.955099588,4,4,1,1,United States|Yellowfin sole,0.955099588,0.991071429,1,0.923076923,0.90625,1,1,1,0.975,1,1,1,0.9375,1,0.818181818,0.916666667,1,0.75
YELLCCODGOM,Yellowtail flounder Cape Cod / Gulf of Maine,Limanda ferruginea,USA-NMFS-CCOD5Y,US East Coast,0.162958737,2.292241963,United States,Yellowtail flounder,United States|Yellowtail flounder,1,0.893253968,1,1,0,0,United States|Yellowtail flounder,0.893253968,0.928571429,0.944444444,0.7,1,1,1,0.666666667,1,1,0.833333333,1,0.75,0.833333333,0.5,1,1,1
YELLGB,Yellowtail flounder Georges Bank,Limanda ferruginea,USA-NMFS-GB,US East Coast,0.220601852,0.999642132,United States,Yellowtail flounder,United States|Yellowtail flounder,1,0.893253968,1,1,0,0,United States|Yellowtail flounder,0.893253968,0.928571429,0.944444444,0.7,1,1,1,0.666666667,1,1,0.833333333,1,0.75,0.833333333,0.5,1,1,1
YELLSNEMATL,Yellowtail Flounder Southern New England-Mid Atlantic,Limanda ferruginea,USA-NMFS-SNEMATL,US East Coast,0.124042879,9.313457018,United States,Yellowtail flounder,United States|Yellowtail flounder,1,0.893253968,1,1,0,0,United States|Yellowtail flounder,0.893253968,0.928571429,0.944444444,0.7,1,1,1,0.666666667,1,1,0.833333333,1,0.75,0.833333333,0.5,1,1,1
YTROCKNPCOAST,Yellowtail rockfish Northern Pacific Coast,Sebastes flavidus,USA-NMFS-NPCOAST,US West Coast,1.67991764,0.364,United States,Yellowtail rockfish,United States|Yellowtail rockfish,1,0.953571429,1,1,1,1,United States|Yellowtail rockfish,0.953571429,0.964285714,1,0.85,1,0.833333333,1,1,1,1,1,1,1,0.5,1,1,1,1
YTSNAPSATLCGM,Yellowtail Snapper Southern Atlantic Coast and Gulf of Mexico,Ocyurus chrysurus,USA-NMFS-SATLCGM,US Southeast and Gulf,,0.162068966,United States,Yellowtail snapper,United States|Yellowtail snapper,,,,,,,United States|Yellowtail snapper,,,,,,,,,,,,,,,,,,
